username,comment,time,tokens
@threereogcity6813,"emang fakta itu semua sebab kita tahu sendirilah gmn kerja polisi,mau bergerak kalau ada uang 😂,kalau diluar negeri dimana mana tempat,entah itu siang ataupun malam selalu ada polisi patroli, klu dinegara kita polisi hanya berlomba lomba membesarkan perut 😂😂😂😂",12 jam yang lalu,"['emang', 'fakta', 'itu', 'semua', 'sebab', 'kita', 'tahu', 'sendirilah', 'gmn', 'kerja', 'polisi', ',', 'mau', 'bergerak', 'kalau', 'ada', 'uang', '😂', ',', 'kalau', 'diluar', 'negeri', 'dimana', 'mana', 'tempat', ',', 'entah', 'itu', 'siang', 'ataupun', 'malam', 'selalu', 'ada', 'polisi', 'patroli', ',', 'klu', 'dinegara', 'kita', 'polisi', 'hanya', 'berlomba', 'lomba', 'membesarkan', 'perut', '😂😂😂😂']"
@threereogcity6813,​ @bobyenugraha3811 😂😂😂salaman sambil ada selipan amplopan,12 jam yang lalu,"['\u200b', '@', 'bobyenugraha3811', '😂😂😂salaman', 'sambil', 'ada', 'selipan', 'amplopan']"
@muhammadrifait21,gada adul ( ada duit urusan lancar ) gada pergerakan 😂,12 jam yang lalu,"['gada', 'adul', '(', 'ada', 'duit', 'urusan', 'lancar', ')', 'gada', 'pergerakan', '😂']"
@fikrialfin5802,berarti lingkungan kita beda ya bang,12 jam yang lalu,"['berarti', 'lingkungan', 'kita', 'beda', 'ya', 'bang']"
@rhafelocthanto1606,"emang kayak gitu ya damkar kalau menangani laporan? kirain selama ini baik,sat-set,jujur,amanah, kayak polisi gitu",12 jam yang lalu,"['emang', 'kayak', 'gitu', 'ya', 'damkar', 'kalau', 'menangani', 'laporan', '?', 'kirain', 'selama', 'ini', 'baik', ',', 'sat-set', ',', 'jujur', ',', 'amanah', ',', 'kayak', 'polisi', 'gitu']"
@izzul4410,anjroottt mana bner banget lagi😂,11 jam yang lalu,"['anjroottt', 'mana', 'bner', 'banget', 'lagi😂']"
@jemisaputra1990,daerah mana tu pak kasi tau alamatnya biar di mutasi oknumnya,11 jam yang lalu,"['daerah', 'mana', 'tu', 'pak', 'kasi', 'tau', 'alamatnya', 'biar', 'di', 'mutasi', 'oknumnya']"
@aayoyo335,"istilah sudah mendarah daging,tidak bisa di hapus, kecuali di uninstall dan di update lagi ke sistem baru dan aplikasi yg baru,",11 jam yang lalu,"['istilah', 'sudah', 'mendarah', 'daging', ',', 'tidak', 'bisa', 'di', 'hapus', ',', 'kecuali', 'di', 'uninstall', 'dan', 'di', 'update', 'lagi', 'ke', 'sistem', 'baru', 'dan', 'aplikasi', 'yg', 'baru', ',']"
@riskimarandhika9715,konoha kan bang,11 jam yang lalu,"['konoha', 'kan', 'bang']"
@mbahsuwartoo,up,10 jam yang lalu,['up']
@lusya_28,benerr lagii😂😂😂,9 jam yang lalu,"['benerr', 'lagii😂😂😂']"
@santai5392,😂😂😂kok disini juga gitu😅,9 jam yang lalu,"['😂😂😂kok', 'disini', 'juga', 'gitu😅']"
@anonymous98-c5g,real 1000%,8 jam yang lalu,"['real', '1000', '%']"
@tvboxrumahku,"saya juga pernah ada insiden deng brimob, saya di pukul anggota brimob dan sudah ada hasil visum ,sudah lapor mabes brimob juga smpai sekarang gak ada tindak lanjut😂😂😂😂",8 jam yang lalu,"['saya', 'juga', 'pernah', 'ada', 'insiden', 'deng', 'brimob', ',', 'saya', 'di', 'pukul', 'anggota', 'brimob', 'dan', 'sudah', 'ada', 'hasil', 'visum', ',', 'sudah', 'lapor', 'mabes', 'brimob', 'juga', 'smpai', 'sekarang', 'gak', 'ada', 'tindak', 'lanjut😂😂😂😂']"
@moelbpsdm9140,seratus persen saya nggak percaya sama institusi polisi ... yang katanya mengayomi ..melindungi ..telekkkkkkkk,4 jam yang lalu,"['seratus', 'persen', 'saya', 'nggak', 'percaya', 'sama', 'institusi', 'polisi', '...', 'yang', 'katanya', 'mengayomi', '..', 'melindungi', '..', 'telekkkkkkkk']"
@muhammadsyahrani8858,pasti namanya budi,3 jam yang lalu,"['pasti', 'namanya', 'budi']"
@dodikprastio3377,polisi konoha di cengi sm bijorka😂😂😂,2 jam yang lalu,"['polisi', 'konoha', 'di', 'cengi', 'sm', 'bijorka😂😂😂']"
@jesben1813,"fakta
..mobil kena penipuan ...uud juga....",2 jam yang lalu,"['fakta', '..', 'mobil', 'kena', 'penipuan', '...', 'uud', 'juga', '....']"
@srclips99,masokkk😂,2 jam yang lalu,['masokkk😂']
@rifaibahtiar9688,ini cerita tentang polisi apa mafia,2 jam yang lalu,"['ini', 'cerita', 'tentang', 'polisi', 'apa', 'mafia']"
@muhkus1427,orang orang males mau nangkep bjorka .. anak pank di bilang bjorka... biar pura pura pinter ntrus merubah nama instansi menjadi baek.... ngimpi... pemalas,1 jam yang lalu,"['orang', 'orang', 'males', 'mau', 'nangkep', 'bjorka', '..', 'anak', 'pank', 'di', 'bilang', 'bjorka', '...', 'biar', 'pura', 'pura', 'pinter', 'ntrus', 'merubah', 'nama', 'instansi', 'menjadi', 'baek', '....', 'ngimpi', '...', 'pemalas']"
@nurhayati-bs7et,"yg foto2 itu real banget. ane pernah 2x di mintain tolong buat ngefoto waktu pas nongkrong deket persimpangan 😂. baru dateng langsung foto2 sambil acting, 😊selesai foto langsung cus ilang 👮",1 jam yang lalu,"['yg', 'foto2', 'itu', 'real', 'banget', '.', 'ane', 'pernah', '2x', 'di', 'mintain', 'tolong', 'buat', 'ngefoto', 'waktu', 'pas', 'nongkrong', 'deket', 'persimpangan', '😂', '.', 'baru', 'dateng', 'langsung', 'foto2', 'sambil', 'acting', ',', '😊selesai', 'foto', 'langsung', 'cus', 'ilang', '👮']"
@yukkepoin7927,polisi baik cuma ada di film😂😂😂,1 jam yang lalu,"['polisi', 'baik', 'cuma', 'ada', 'di', 'film😂😂😂']"
@rachbolainfo3856,pengemis berseragamm,1 jam yang lalu,"['pengemis', 'berseragamm']"
@warungchinakongsi,fr😂,1 jam yang lalu,['fr😂']
@caca_bebek12836,polisi jujur cuma ada tiga😅😅,49 menit yang lalu,"['polisi', 'jujur', 'cuma', 'ada', 'tiga😅😅']"
@kandangmaitso,"real sih. saya pernah jadi petugas harian lepas(phl) penyalur bantuan waktu covid. kita dr kantor pos bawa uang milyaran. kita agak takut ya kalau kenapa2. ada vulici lokal sebenarnya ada yg ditugasin buat standby. dia cuma dateng tanya siapa aja petugasnya, habis itu foto di depan ruangan. trus pergi😅. nggak ada 10 menit",21 menit yang lalu,"['real', 'sih', '.', 'saya', 'pernah', 'jadi', 'petugas', 'harian', 'lepas', '(', 'phl', ')', 'penyalur', 'bantuan', 'waktu', 'covid', '.', 'kita', 'dr', 'kantor', 'pos', 'bawa', 'uang', 'milyaran', '.', 'kita', 'agak', 'takut', 'ya', 'kalau', 'kenapa2', '.', 'ada', 'vulici', 'lokal', 'sebenarnya', 'ada', 'yg', 'ditugasin', 'buat', 'standby', '.', 'dia', 'cuma', 'dateng', 'tanya', 'siapa', 'aja', 'petugasnya', ',', 'habis', 'itu', 'foto', 'di', 'depan', 'ruangan', '.', 'trus', 'pergi😅', '.', 'nggak', 'ada', '10', 'menit']"
@mohsolihin3505,fakta dan saya pribadi pernah mengalami,5 menit yang lalu,"['fakta', 'dan', 'saya', 'pribadi', 'pernah', 'mengalami']"
@rusnenysitio3664,😂,2 hari yang lalu,['😂']
@kaumrebahanmerapat9748,"setiap jokowi tereset kasus selalu ada counter berita gempar lain yang dibuat buat yang lebih heboh.. agar publik terkecoh dan melupakan kasus jokowi dan ini berulang jika kalian sadar di tarik kebelankang selalu disiapkan seperti itu yang tidak kalah gempar dan publik selalu terkecoh hingga melupakan banyaknya kasus jokowi dan keluarga dengan segala berbagai macam bentuk korupsi nya dan ini sudah sangat sesuai dengan sop (solo oligarki parcok) inilah bentuk manusia tidak punya malu dan moral kejahatannya sudah masuk kedalam sistem betapa bobroknya tetap dipertahankan jika tidak dipastikan banyak sekali yang terseret, dengan upaya apapun segala macam cara kotor apapun dilakukan untuk jokowi culas pembohong penipu sen kanan belok kiri dalang dari dalang, pengkhianat nkri demi kepentingan keluarga beserta para termul nya",2 hari yang lalu,"['setiap', 'jokowi', 'tereset', 'kasus', 'selalu', 'ada', 'counter', 'berita', 'gempar', 'lain', 'yang', 'dibuat', 'buat', 'yang', 'lebih', 'heboh', '..', 'agar', 'publik', 'terkecoh', 'dan', 'melupakan', 'kasus', 'jokowi', 'dan', 'ini', 'berulang', 'jika', 'kalian', 'sadar', 'di', 'tarik', 'kebelankang', 'selalu', 'disiapkan', 'seperti', 'itu', 'yang', 'tidak', 'kalah', 'gempar', 'dan', 'publik', 'selalu', 'terkecoh', 'hingga', 'melupakan', 'banyaknya', 'kasus', 'jokowi', 'dan', 'keluarga', 'dengan', 'segala', 'berbagai', 'macam', 'bentuk', 'korupsi', 'nya', 'dan', 'ini', 'sudah', 'sangat', 'sesuai', 'dengan', 'sop', '(', 'solo', 'oligarki', 'parcok', ')', 'inilah', 'bentuk', 'manusia', 'tidak', 'punya', 'malu', 'dan', 'moral', 'kejahatannya', 'sudah', 'masuk', 'kedalam', 'sistem', 'betapa', 'bobroknya', 'tetap', 'dipertahankan', 'jika', 'tidak', 'dipastikan', 'banyak', 'sekali', 'yang', 'terseret', ',', 'dengan', 'upaya', 'apapun', 'segala', 'macam', 'cara', 'kotor', 'apapun', 'dilakukan', 'untuk', 'jokowi', 'culas', 'pembohong', 'penipu', 'sen', 'kanan', 'belok', 'kiri', 'dalang', 'dari', 'dalang', ',', 'pengkhianat', 'nkri', 'demi', 'kepentingan', 'keluarga', 'beserta', 'para', 'termul', 'nya']"
@denimallik8943,sudah jadi ciri khas cara kerja polisi india tukang rekayasa 😂,2 hari yang lalu,"['sudah', 'jadi', 'ciri', 'khas', 'cara', 'kerja', 'polisi', 'india', 'tukang', 'rekayasa', '😂']"
@andrialimudin-y2u,judol,2 hari yang lalu,['judol']
@talangg,bener bener dah ini bjirka 😅,2 hari yang lalu,"['bener', 'bener', 'dah', 'ini', 'bjirka', '😅']"
@theofaofficial,dan fufufafa sedang beralih peran,2 hari yang lalu,"['dan', 'fufufafa', 'sedang', 'beralih', 'peran']"
@dinobaggio4214," @kaumrebahanmerapat9748  fery irwandi juga gk pernah singgung, gw heran.",2 hari yang lalu,"['@', 'kaumrebahanmerapat9748', 'fery', 'irwandi', 'juga', 'gk', 'pernah', 'singgung', ',', 'gw', 'heran', '.']"
@rasserros,​ @kaumrebahanmerapat9748 buzzer bang? 😂,2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'buzzer', 'bang', '?', '😂']"
@wisnuihsankharisma9068, @kaumrebahanmerapat9748  yaelahh masih aja yg cocok logi kesini,2 hari yang lalu,"['@', 'kaumrebahanmerapat9748', 'yaelahh', 'masih', 'aja', 'yg', 'cocok', 'logi', 'kesini']"
@atkusnantonsarialam8744,"​ @kaumrebahanmerapat9748 anda kalau ikut lomba ""mengarang""... saya jamin anda pasti dpt juara pertama...😅",2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'anda', 'kalau', 'ikut', 'lomba', '``', 'mengarang', ""''"", '...', 'saya', 'jamin', 'anda', 'pasti', 'dpt', 'juara', 'pertama', '...', '😅']"
@tuyub-b8x7z,"cocok gak cocok ya kenyataanya begitu...
yg bela cuma termul lah..",2 hari yang lalu,"['cocok', 'gak', 'cocok', 'ya', 'kenyataanya', 'begitu', '...', 'yg', 'bela', 'cuma', 'termul', 'lah', '..']"
@sandi-o9e8o, @kaumrebahanmerapat9748  jokowi kasus apa dah serius nanya,2 hari yang lalu,"['@', 'kaumrebahanmerapat9748', 'jokowi', 'kasus', 'apa', 'dah', 'serius', 'nanya']"
@abcdewxz,​ @sandi-o9e8o masa ga pernah liat berita bg yg ada rumor kasus ijazah palsu jokowi?,2 hari yang lalu,"['\u200b', '@', 'sandi-o9e8o', 'masa', 'ga', 'pernah', 'liat', 'berita', 'bg', 'yg', 'ada', 'rumor', 'kasus', 'ijazah', 'palsu', 'jokowi', '?']"
@mayogaananda,stres judol,2 hari yang lalu,"['stres', 'judol']"
@kaumrebahanmerapat9748,"wew para buzzer jokowi langsung nongol wkwk sipaling penggiring opini... biar gw sebutin ye wkwk yang lagi lagi panas aja sudah terlalu banyak kejahatan struktural dan sistematis... mobil esemka,  ijazah palsu gimana buzzer jokowi.. roy suryo udah dapat salinan yg diserahin jokowi ke kpu waktu pilpres ijasah sama yg di tampilkan polisi waktu konferensi pers yang diklaim identik lalu anaknya claim kuliah di singapur jawaban pihak kampus singapur gibran tidak pernah kuliah disana apa itu kalau bukan penipu ha-ha-ha gimana gimana buzzer termul?😂",2 hari yang lalu,"['wew', 'para', 'buzzer', 'jokowi', 'langsung', 'nongol', 'wkwk', 'sipaling', 'penggiring', 'opini', '...', 'biar', 'gw', 'sebutin', 'ye', 'wkwk', 'yang', 'lagi', 'lagi', 'panas', 'aja', 'sudah', 'terlalu', 'banyak', 'kejahatan', 'struktural', 'dan', 'sistematis', '...', 'mobil', 'esemka', ',', 'ijazah', 'palsu', 'gimana', 'buzzer', 'jokowi', '..', 'roy', 'suryo', 'udah', 'dapat', 'salinan', 'yg', 'diserahin', 'jokowi', 'ke', 'kpu', 'waktu', 'pilpres', 'ijasah', 'sama', 'yg', 'di', 'tampilkan', 'polisi', 'waktu', 'konferensi', 'pers', 'yang', 'diklaim', 'identik', 'lalu', 'anaknya', 'claim', 'kuliah', 'di', 'singapur', 'jawaban', 'pihak', 'kampus', 'singapur', 'gibran', 'tidak', 'pernah', 'kuliah', 'disana', 'apa', 'itu', 'kalau', 'bukan', 'penipu', 'ha-ha-ha', 'gimana', 'gimana', 'buzzer', 'termul', '?', '😂']"
@dodywn1361,😂,2 hari yang lalu,['😂']
@sandi-o9e8o,"​ @kaumrebahanmerapat9748 iya gw buzzer kenapa? mobil esemka udah jelas anggarannya prioritas ke covid dan jelas, izasah ugm udah bilang asli terus mau lu apa lagi?",2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'iya', 'gw', 'buzzer', 'kenapa', '?', 'mobil', 'esemka', 'udah', 'jelas', 'anggarannya', 'prioritas', 'ke', 'covid', 'dan', 'jelas', ',', 'izasah', 'ugm', 'udah', 'bilang', 'asli', 'terus', 'mau', 'lu', 'apa', 'lagi', '?']"
@keylaalifa-i4p,​ @abcdewxz rumor gk tuh😂😂😂...😂,2 hari yang lalu,"['\u200b', '@', 'abcdewxz', 'rumor', 'gk', 'tuh😂😂😂', '...', '😂']"
@keylaalifa-i4p,​ @kaumrebahanmerapat9748 owh kaumnya kang panci tah... pantes😂😂😂😂,2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'owh', 'kaumnya', 'kang', 'panci', 'tah', '...', 'pantes😂😂😂😂']"
@aanrabah,lucu bgt 😂😂😂,2 hari yang lalu,"['lucu', 'bgt', '😂😂😂']"
@fajarzaind8251,akun judul minggir dolo yoooooooookkkkk,2 hari yang lalu,"['akun', 'judul', 'minggir', 'dolo', 'yoooooooookkkkk']"
@waduhhhhhhhhhh,curiga pernah di mintain tolong poto di perempatan,2 hari yang lalu,"['curiga', 'pernah', 'di', 'mintain', 'tolong', 'poto', 'di', 'perempatan']"
@achmadamiruddin3468,bejirrrka😅,2 hari yang lalu,['bejirrrka😅']
@irmasaartje8602, @kaumrebahanmerapat9748 betul banget,2 hari yang lalu,"['@', 'kaumrebahanmerapat9748', 'betul', 'banget']"
@sitinur-n6f,"​ @kaumrebahanmerapat9748 yg di bahas apa komen nya apa.. kadang"" ni😂",2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'yg', 'di', 'bahas', 'apa', 'komen', 'nya', 'apa', '..', 'kadang', ""''"", 'ni😂']"
@anasumanah5158,​ @andrialimudin-y2u yang main judol kan km .,2 hari yang lalu,"['\u200b', '@', 'andrialimudin-y2u', 'yang', 'main', 'judol', 'kan', 'km', '.']"
@ilalangman490,"polisi typing:bukan nya naik pangkat gw,malah nyungsep ke kali pangkat ku😂😂😂😂",2 hari yang lalu,"['polisi', 'typing', ':', 'bukan', 'nya', 'naik', 'pangkat', 'gw', ',', 'malah', 'nyungsep', 'ke', 'kali', 'pangkat', 'ku😂😂😂😂']"
@nurkholik325,yang ditangkapnya byorka bukan bjorka 🗿🗿,2 hari yang lalu,"['yang', 'ditangkapnya', 'byorka', 'bukan', 'bjorka', '🗿🗿']"
@zuliskristiawan6610,​ @kaumrebahanmerapat9748  mas mas hati mu sudah di tutup oleh allah.. dn g akan sembuh semua akan slh jokowi.. hebat nya apa si jokowi sehingga lo takut sm dia,2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'mas', 'mas', 'hati', 'mu', 'sudah', 'di', 'tutup', 'oleh', 'allah', '..', 'dn', 'g', 'akan', 'sembuh', 'semua', 'akan', 'slh', 'jokowi', '..', 'hebat', 'nya', 'apa', 'si', 'jokowi', 'sehingga', 'lo', 'takut', 'sm', 'dia']"
@steamsalju-m6p,priiiiiiiiiiiiiiiiiiiittttttttttt,2 hari yang lalu,['priiiiiiiiiiiiiiiiiiiittttttttttt']
@shiraarthur,"@dinobaggio4214

lah kan bang ferry udah bilang kalau pihak ugm nya bilang asli ya asli.. toh ijazahnya yg ngeluarin pihak kampus asli (dikonfirmasi petinggi2 kampus)
bukan dari calo dll...

pura2 gak tau lu ??",2 hari yang lalu,"['@', 'dinobaggio4214', 'lah', 'kan', 'bang', 'ferry', 'udah', 'bilang', 'kalau', 'pihak', 'ugm', 'nya', 'bilang', 'asli', 'ya', 'asli', '..', 'toh', 'ijazahnya', 'yg', 'ngeluarin', 'pihak', 'kampus', 'asli', '(', 'dikonfirmasi', 'petinggi2', 'kampus', ')', 'bukan', 'dari', 'calo', 'dll', '...', 'pura2', 'gak', 'tau', 'lu', '?', '?']"
@taufikananda1349,kena prank lagi nih... 😂😂😂,2 hari yang lalu,"['kena', 'prank', 'lagi', 'nih', '...', '😂😂😂']"
@gerrozt,waduh gimna nih...kira2 dah dapet rencana promosi pangkat dan jabatan yg kmrn nangkep bjorka kw,2 hari yang lalu,"['waduh', 'gimna', 'nih', '...', 'kira2', 'dah', 'dapet', 'rencana', 'promosi', 'pangkat', 'dan', 'jabatan', 'yg', 'kmrn', 'nangkep', 'bjorka', 'kw']"
@hati8033,​ @denimallik8943 jendral nya dlu siapa. 😂,2 hari yang lalu,"['\u200b', '@', 'denimallik8943', 'jendral', 'nya', 'dlu', 'siapa', '.', '😂']"
@kikisupriyo1128,​ @sandi-o9e8o cuapek deeh ...😅,2 hari yang lalu,"['\u200b', '@', 'sandi-o9e8o', 'cuapek', 'deeh', '...', '😅']"
@kaumrebahanmerapat9748,"​ @shiraarthur loh kalo asli tinggal tunjukin kelar, kebenaran selalu sederhana dan jujur, sementara kebohongan selalu rumit dan berkelok-kelok *leo tolstoy... hasil salinan kpu apa setelahnya di teliti oleh para ahli? palsu kan wkwk aneh para buzzer berkata tak sesuai data dan fakta hanya penggiring opini publik saja... parahnya dijadikan alat kepetingan politik hanya di jokowi seharusnya buzzer untuk bisnis dan pemasaran 😢",2 hari yang lalu,"['\u200b', '@', 'shiraarthur', 'loh', 'kalo', 'asli', 'tinggal', 'tunjukin', 'kelar', ',', 'kebenaran', 'selalu', 'sederhana', 'dan', 'jujur', ',', 'sementara', 'kebohongan', 'selalu', 'rumit', 'dan', 'berkelok-kelok', '*', 'leo', 'tolstoy', '...', 'hasil', 'salinan', 'kpu', 'apa', 'setelahnya', 'di', 'teliti', 'oleh', 'para', 'ahli', '?', 'palsu', 'kan', 'wkwk', 'aneh', 'para', 'buzzer', 'berkata', 'tak', 'sesuai', 'data', 'dan', 'fakta', 'hanya', 'penggiring', 'opini', 'publik', 'saja', '...', 'parahnya', 'dijadikan', 'alat', 'kepetingan', 'politik', 'hanya', 'di', 'jokowi', 'seharusnya', 'buzzer', 'untuk', 'bisnis', 'dan', 'pemasaran', '😢']"
@syahiramaya,"​ @kaumrebahanmerapat9748  anak abah, anak abah... 🤣🤣🤣🤣🤣",2 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'anak', 'abah', ',', 'anak', 'abah', '...', '🤣🤣🤣🤣🤣']"
@beritabrekele,"hacker pro pemerintah takutnya dilenyapin oleh agen pemerintah , kalok hacker perusahaan takutnya dipukuli centeng perusahaan lain , sebenarnya hacker itu maenan bohongan entertain . pemacu adrenalin karena merasa di buru , atau memburu . konteks bjorka kemungkinan bukan jual data doang , tapi strategi politik menjatuhkan usaha perseorangan , yang tentunya semua system kalah oleh sistem dos , lalu menddos server , setelah itu akses bug beraturan akan mudah di akses dengan scraping , dan selalu di ulang ulang , jadi bjorka kemungkinan memiliki hardware dan aplikasi tersebar yang mumpuni , tetapi yang kemarin di tangkep barang bukti aja gak ada 😂",2 hari yang lalu,"['hacker', 'pro', 'pemerintah', 'takutnya', 'dilenyapin', 'oleh', 'agen', 'pemerintah', ',', 'kalok', 'hacker', 'perusahaan', 'takutnya', 'dipukuli', 'centeng', 'perusahaan', 'lain', ',', 'sebenarnya', 'hacker', 'itu', 'maenan', 'bohongan', 'entertain', '.', 'pemacu', 'adrenalin', 'karena', 'merasa', 'di', 'buru', ',', 'atau', 'memburu', '.', 'konteks', 'bjorka', 'kemungkinan', 'bukan', 'jual', 'data', 'doang', ',', 'tapi', 'strategi', 'politik', 'menjatuhkan', 'usaha', 'perseorangan', ',', 'yang', 'tentunya', 'semua', 'system', 'kalah', 'oleh', 'sistem', 'dos', ',', 'lalu', 'menddos', 'server', ',', 'setelah', 'itu', 'akses', 'bug', 'beraturan', 'akan', 'mudah', 'di', 'akses', 'dengan', 'scraping', ',', 'dan', 'selalu', 'di', 'ulang', 'ulang', ',', 'jadi', 'bjorka', 'kemungkinan', 'memiliki', 'hardware', 'dan', 'aplikasi', 'tersebar', 'yang', 'mumpuni', ',', 'tetapi', 'yang', 'kemarin', 'di', 'tangkep', 'barang', 'bukti', 'aja', 'gak', 'ada', '😂']"
@yoshigamingcute,​ @denimallik8943  hahhh lucu lu dro😊,2 hari yang lalu,"['\u200b', '@', 'denimallik8943', 'hahhh', 'lucu', 'lu', 'dro😊']"
@juma_m,"kerja polisi itu kalo bukan rekayasa,yaa klarifikasi 😂😂😂 mana bisa polisi konoha nangkap hacker 😂 lawak😂😂😂",1 hari yang lalu,"['kerja', 'polisi', 'itu', 'kalo', 'bukan', 'rekayasa', ',', 'yaa', 'klarifikasi', '😂😂😂', 'mana', 'bisa', 'polisi', 'konoha', 'nangkap', 'hacker', '😂', 'lawak😂😂😂']"
@jhagodhiphop,gonggg,1 hari yang lalu,['gonggg']
@ymelc1088,​ @kaumrebahanmerapat9748 tuh udah gua tag biar puas terkenal d koment om ded 😅😂😂 epek miskin ga dapet bansos 😂😂😂,1 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'tuh', 'udah', 'gua', 'tag', 'biar', 'puas', 'terkenal', 'd', 'koment', 'om', 'ded', '😅😂😂', 'epek', 'miskin', 'ga', 'dapet', 'bansos', '😂😂😂']"
@dayak1975-hi4dm,sok tau,1 hari yang lalu,"['sok', 'tau']"
@rh_cas,"yang nangkep emng jagonya rekayasa kan ya,😂",1 hari yang lalu,"['yang', 'nangkep', 'emng', 'jagonya', 'rekayasa', 'kan', 'ya', ',', '😂']"
@harykarim493,typing sii keren bang ini telegram wkkwkwkk,1 hari yang lalu,"['typing', 'sii', 'keren', 'bang', 'ini', 'telegram', 'wkkwkwkk']"
@ahmadzainudin5888,termul gak mungkin nyampe ke yang begini2.....😂,1 hari yang lalu,"['termul', 'gak', 'mungkin', 'nyampe', 'ke', 'yang', 'begini2', '.....', '😂']"
@gnesaart,😂 mw pencitraan ehh orang nya lagi typing,1 hari yang lalu,"['😂', 'mw', 'pencitraan', 'ehh', 'orang', 'nya', 'lagi', 'typing']"
@mandalawangi6085,"​ @kaumrebahanmerapat9748 
bisa aje tim panci dan makn banteng  😂",1 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'bisa', 'aje', 'tim', 'panci', 'dan', 'makn', 'banteng', '😂']"
@j3ruji,"hehhhh... , 🤣🤣🤣🤣",1 hari yang lalu,"['hehhhh', '...', ',', '🤣🤣🤣🤣']"
