no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto,cabang,review_length,ulasan_clean,sentiment,pos_words,neg_words,sentiment_score
6,,mayhexca calya,5,4 jam lalu,"bagus tempatnyaa, cloud choco nya enak bangett",,Tidak,C28 Malioboro,46,bagus tempatnyaa cloud choco enak banget,positif,2,0,2
7,,Atifa Gandes,5,4 jam lalu,"baguss bangettt suka, tempatnya comfy, mas mas sm mba mbanya ramah banget, top dehhhh, wajib kesini, CLOUD MATCHANYA juga enakkkk banget sukasukaa",,Tidak,C28 Malioboro,146,baguss banget suka tempat comfy sama mbanya ramah banget bagus wajib kesini cloud matchanya enak banget sukasukaa,positif,4,0,4
8,,azaria rona,5,4 jam lalu,tempatnya keren buat foto foto!! worth the pricee,,Tidak,C28 Malioboro,49,tempat bagus buat foto worth pricee,positif,2,0,2
9,,Daniel Wicaksono,5,4 jam lalu,"Pelayanan sangat ramah, dapat free bakpia… overall kopi 9,5/10 mantapp enak-enak. Rekomendasi dr sy hazelnut latte nya oke 👍🏼 banyak spot foto” cocok utk anak muda",,Tidak,C28 Malioboro,163,layan sangat ramah free bakpia overall kopi mantap enak rekomendasi hazelnut latte banyak spot foto cocok anak muda,positif,5,0,5
10,,Amadio Iqbal,5,4 jam lalu,"Pelayanan ramah, coffenya enak cocok buat yang mau coba ngopi disini, recomended banget klo lagi di jogja",,Tidak,C28 Malioboro,105,layan ramah coffenya enak cocok buat coba ngopi sini recomended banget lagi jogja,positif,3,0,3
11,,Wahyu Joko Satrio,5,4 jam lalu,"pelayanan sangat ramah, tempat enak, suasana untuk gen Z sangat oke kopinya pun enak enak",,Tidak,C28 Malioboro,89,layan sangat ramah tempat enak suasana sangat kopi enak,positif,3,0,3
12,,Arta Haqi,5,4 jam lalu,Enak pol pol,,Tidak,C28 Malioboro,12,enak,positif,1,0,1
15,,Amal _baik,5,8 jam lalu,Tempat nya nyaman,,Tidak,C28 Malioboro,17,tempat nyaman,positif,1,0,1
16,,Seva12 Adit,5,8 jam lalu,"Pelayanannya bagus dan sopan, minumanya juga enak",,Tidak,C28 Malioboro,49,layan bagus sopan minumanya enak,positif,2,0,2
18,,ramandafaldan 30,5,8 jam lalu,tempatnya asik nyaman poll,,Tidak,C28 Malioboro,26,tempat asik nyaman banget,positif,1,0,1
20,,Tindi Azzahra,5,8 jam lalu,KEREN BGT WOW WOWZZZZZ tempatnya dingin dn cozy bgt!!?!!? minumannya juga enak enak sekali! sangat amat worth it buat yg pengen duduk duduk santai di sini!!,,Tidak,C28 Malioboro,156,bagus banget wowz tempat dingin cozy banget minum enak sekali sangat amat worth buat ken duduk santai sini,positif,4,1,3
22,,akbar prabowo,5,23 jam lalu,"Tempatnya terjangkau dan nyaman, sangat direkomendasikan.",,Tidak,C28 Malioboro,57,tempat jangkau nyaman sangat rekomendasi,positif,2,0,2
25,,Dimas Alvriyadi,5,23 jam lalu,pw bangett,,Tidak,C28 Malioboro,10,banget,positif,0,0,0
27,,aviva Pradasyah,5,23 jam lalu,Bagussss,,Tidak,C28 Malioboro,8,bagus,positif,1,0,1
28,,roha ais,5,23 jam lalu,"kopinya enak, tempatnya bagus",,Tidak,C28 Malioboro,29,kopi enak tempat bagus,positif,2,0,2
29,,shaveyza,5,23 jam lalu,"tempatnya baguss, cantik buat foto foto",,Tidak,C28 Malioboro,39,tempat baguss cantik buat foto,positif,1,0,1
30,,Selvia Juwita,5,1 hari lalu,so cuteeee🤩dari solo ke jogjaaa ga sia2.,,Tidak,C28 Malioboro,40,cutedari solo jogja,positif,0,0,0
31,,Fahmi Yahya,3,1 hari lalu,"yah oke aja buat kalian yang suka spot foto skena estetik, mungkin kitanya aja yang ekspektasi nya ketinggian, space nya luas sih 50 muat kali kalo mau bawa rombongan ibu-ibu RT",,Tidak,C28 Malioboro,177,buat suka spot foto skena estetik mungkin kita ekspektasi tinggi space luas muat kali bawa rombong,positif,2,0,2
35,,syaa,5,1 hari lalu,kerenss,,Tidak,C28 Malioboro,7,kerenss,positif,0,0,0
36,,Farhan Yazid An.,5,1 hari lalu,Cakep,,Tidak,C28 Malioboro,5,cakep,positif,0,0,0
37,,diatas meja,5,1 hari lalu,Mantap futuristik,,Tidak,C28 Malioboro,17,mantap futuristik,positif,1,0,1
38,,Imelda Safa'at,5,2 hari lalu,tempatnya bagus banget ih suka deh,,Tidak,C28 Malioboro,34,tempat bagus banget suka,positif,2,0,2
39,,dinda novita rahmadani,5,2 hari lalu,cozy parah!,,Tidak,C28 Malioboro,11,cozy parah,positif,1,0,1
40,,Yesi Theodora Pote,5,2 hari lalu,"Tempatnya oke bgtt buat nongkii, banyak spacee aestetic buat foto-foto",,Tidak,C28 Malioboro,70,tempat banget buat nongkii banyak spacee aestetic buat foto,positif,0,0,0
41,,Tri Wahyuningsih,5,2 hari lalu,"Nyamannn, estetik",,Tidak,C28 Malioboro,17,nyaman estetik,positif,1,0,1
43,,Nuri Khusnaini,5,2 hari lalu,"staffnya ramah, tempatnya asik bgtt, banyak spot foto yg suka foto pasti gaakan bosen.
disediain pensil warna sama kertas jugaa jadi bisa nongki sambil gambar wkwk",,Tidak,C28 Malioboro,163,staffnya ramah tempat asik banget banyak spot foto suka foto pasti gaakan bosen ain pensil warna sama kertas jugaa jadi nongki sambil gambar,positif,2,0,2
44,,Chelsia Oktalisa,5,2 hari lalu,"bagus banget! pertama kali di sini bersama teman-teman, bener-bener suasananya bagus, cozy, kalcer, ga bosenin! fix jadi salah satu tempat fav sih!",,Tidak,C28 Malioboro,147,bagus banget pertama kali sini sama teman bener suasana bagus cozy kalcer bosenin jadi salah satu tempat,positif,3,0,3
45,,Salsa Ardiyah Chaniago (caca),5,2 hari lalu,tempatnya bagus buat foto2,,Tidak,C28 Malioboro,26,tempat bagus buat foto,positif,1,0,1
46,,indriani dwi octy nurbetty,5,2 hari lalu,bagussss estetikkk🤩,,Tidak,C28 Malioboro,19,bagus estetik,positif,1,0,1
47,,Fani Wulandari,5,2 hari lalu,"bagus banget coffeshop nyaa, wajib kesini sihhh😍😍😍",,Tidak,C28 Malioboro,50,bagus banget coffeshop nyaa wajib kesini,positif,1,0,1
49,,Atiqotuz Zulfa,5,2 hari lalu,seru dan asik,,Tidak,C28 Malioboro,13,seru asik,positif,0,0,0
54,,aylee a,5,2 hari lalu,okeee bangett temptnya rekomen tempat nongkrong anak muda dijogja,,Tidak,C28 Malioboro,65,banget temptnya recommended tempat nongkrong anak muda dijogja,positif,1,0,1
57,,Indah Sari,5,2 hari lalu,SERUWWW ENAKKK JUGKKKK,,Tidak,C28 Malioboro,22,seruw enak jugk,positif,1,0,1
59,,Adam Kusuma Aji,5,3 hari lalu,Tempat yang sangat bagus & kopi yang enak.,,Tidak,C28 Malioboro,42,tempat sangat bagus kopi enak,positif,2,0,2
60,,Alfian Admad Nur (Alfian),5,3 hari lalu,Terbaik,,Tidak,C28 Malioboro,7,baik,positif,1,0,1
61,,Kutu Bngsd,5,3 hari lalu,pelayanan oke,,Tidak,C28 Malioboro,13,layan,positif,0,0,0
63,,Lucy Indah Permatasari,5,3 hari lalu,"first time kesini bener” ga expect bakal se ramah itu karyawannya, pelayanannya okey bgt minumannya juga enak, yg kusuka sama cloud coffe, tempatnya estetic bgttt lop pokonya",,Tidak,C28 Malioboro,174,first time kesini bener expect bakal ramah karyawannya layan banget minum enak suka sama cloud kopi tempat estetic banget poko,positif,3,0,3
64,,Indah Indriani,5,3 hari lalu,Pelayanan sangat baik dan ramah☺️,,Tidak,C28 Malioboro,33,layan sangat baik ramah,positif,2,0,2
65,,Murni Kurnia,5,3 hari lalu,"tempat nya bagusss, banyak spot foto. Rekomend bgttt pokoknyaaaa",,Tidak,C28 Malioboro,64,tempat bagus banyak spot foto recommended banget pokok,positif,2,0,2
66,,Diana Puspita,5,3 hari lalu,Estetika parahh,,Tidak,C28 Malioboro,15,estetika parahh,positif,0,0,0
72,,Zaydan Dzaka,5,3 hari lalu,"tempatnya santai,minumannya enak",,Tidak,C28 Malioboro,32,tempat santai minum enak,positif,1,0,1
73,,Adinata Satwika,5,4 hari lalu,Enak nyaman  ~ rayhan,,Tidak,C28 Malioboro,21,enak nyaman rayhan,positif,2,0,2
75,,Naufal Rahman,5,4 hari lalu,rayhan baik,,Tidak,C28 Malioboro,11,rayhan baik,positif,1,0,1
76,,Davinadriano 07,5,4 hari lalu,pelayanan ramah karena ada teman saya rayhan apirant,,Tidak,C28 Malioboro,52,layan ramah teman rayhan apirant,positif,1,0,1
78,,Muhammad Alwan,4,4 hari lalu,"tempat yang sangat cocok untuk orang yg menyukai aesthetic place dan dengan tema urban kontemporer mungkin, dan memiliki live music dengan tema sesuai mood",,Tidak,C28 Malioboro,155,tempat sangat cocok orang suka aesthetic place tema urban kontemporer mungkin milik live music tema sesuai mood,positif,3,0,3
84,,ajimaba uny,5,5 hari lalu,"kopi nya enak sekali dan pelayanan nya ramah ramah kaya mas rayhan, cocok buat nongkrong bareng temen",,Tidak,C28 Malioboro,101,kopi enak sekali layan ramah kaya rayhan cocok buat nongkrong bareng temen,positif,3,0,3
85,,Karina Putri,5,5 hari lalu,"asikk banget, murah2, pelayanannya okee bgt",,Tidak,C28 Malioboro,43,asikk banget murah layan okee banget,positif,1,0,1
89,,Novin Riza Hanani,5,6 hari lalu,Cukup affordable untuk cafe sekitaran Malioboro + cozy dan estetik untuk foto2,,Tidak,C28 Malioboro,78,cukup affordable cafe sekitar malioboro cozy estetik foto,positif,1,0,1
91,,Anindita Suci Febianingsih,5,seminggu lalu,"dateng kesini pas mau ada event hallowen gitu, tempatnya anak skena jogja ga sih??!! hahaha suka sih sama ambiencenya, redup gelap gitu hihi ga usah malu kalau mau foto2 karena banyak juga kok yang foto hehe ada photobooth juga lhoo. suka banget sama donat dan matchanya ini, the bessttt siihhh👍🏻",,Tidak,C28 Malioboro,296,dateng kesini event hallowen tempat anak skena jogja suka sama ambiencenya redup gelap usah malu foto banyak foto photobooth lhoo suka banget sama donat matchanya besst siih,positif,2,0,2
93,,M.AndroMeda Fonsula,5,seminggu lalu,"tempat nyaman, harga affordable, tempat kalcer cocok buat foto foto, kopi the best pistachio matcha",,Tidak,C28 Malioboro,99,tempat nyaman harga affordable tempat kalcer cocok buat foto kopi best pistachio matcha,positif,3,0,3
94,,Rafi Athallah,5,seminggu lalu,Tempatnya nyaman dan bagus cocok untuk kaum muda spot foto,,Tidak,C28 Malioboro,58,tempat nyaman bagus cocok kaum muda spot foto,positif,3,0,3
95,,Nur Reza Maulana,5,seminggu lalu,Bagus tempatnya esktetik buat nongkrong anak muda,,Tidak,C28 Malioboro,49,bagus tempat esktetik buat nongkrong anak muda,positif,1,0,1
96,,Herlambang Putra Nugroho,5,seminggu lalu,nyaman banget tempatnya,,Tidak,C28 Malioboro,23,nyaman banget tempat,positif,1,0,1
101,,okvita gisya,5,Diedit seminggu lalu,"ini bukan gimmick,tapi beneran bintang 5 banget! tempat nya asik,mba & mas nya ramah ramah🤗 waktu makan garpu ku jatoh dgn gercep diganti garpu baru dong,makasi ya mbaa",,Tidak,C28 Malioboro,168,bukan gimmick beneran bintang banget tempat asik ramah waktu makan garpu jatoh gercep ganti garpu baru makas mbaa,positif,1,0,1
102,,Marshal Niwandhana,5,seminggu lalu,hebat bikin teler,,Tidak,C28 Malioboro,17,hebat bikin teler,positif,0,0,0
103,,khania badzlin,5,seminggu lalu,Sangat direkomendasikan🚀⭐️🛸👽,,Tidak,C28 Malioboro,28,sangat rekomendasi,positif,1,0,1
107,,Muh. Aizarul Ilham,5,seminggu lalu,mas pais ganteng bgtttt,,Tidak,C28 Malioboro,23,pais ganteng banget,positif,0,0,0
109,,ulvania 04,5,seminggu lalu,aku suka itu,,Tidak,C28 Malioboro,12,suka,positif,1,0,1
110,,Zelda Zhafira,5,seminggu lalu,JOSSS,,Tidak,C28 Malioboro,5,bagus,positif,1,0,1
111,,Gibran Muhammad Atthallah,5,seminggu lalu,JOSS enak bakpia nya,,Tidak,C28 Malioboro,20,bagus enak bakpia,positif,2,0,2
114,,Rifka Farah,5,seminggu lalu,Tempat gokil 🙌🏼 …,,Tidak,C28 Malioboro,17,tempat gokil,positif,0,0,0
115,,Naii,5,seminggu lalu,"kopinya enak, tempatnya keren banget cocok buat foto-foto, seru banget!",,Tidak,C28 Malioboro,71,kopi enak tempat bagus banget cocok buat foto seru banget,positif,3,0,3
116,,Andin Palar,5,seminggu lalu,percaya atau tidak,,Tidak,C28 Malioboro,18,percaya,positif,0,0,0
117,,Yova Yova,5,seminggu lalu,"bagus, rekomen bgt kalau liburan ke jogja",,Tidak,C28 Malioboro,41,bagus recommended banget libur jogja,positif,2,0,2
118,,rika oktaaa,5,seminggu lalu,"asthetic banget,minumnya enak",,Tidak,C28 Malioboro,29,asthetic banget minum enak,positif,1,0,1
119,,suci wdrm,5,seminggu lalu,waw enaa banget !! 🥰🥰🥰,,Tidak,C28 Malioboro,22,enaa banget,positif,0,0,0
120,,salsa eka saputri,5,seminggu lalu,rekomen bgt buat nongkii suka bgt pokoknya 🤍💗,,Tidak,C28 Malioboro,45,recommended banget buat nongkii suka banget pokok,positif,2,0,2
121,,Afifah Rahmadani,5,seminggu lalu,rekomen buat nongki😍😍 …,,Tidak,C28 Malioboro,23,recommended buat nongki,positif,1,0,1
123,,foto video,5,seminggu lalu,ih tempatnya bener bener kalcer gokil lah selalu pengen balik lagi kesinii,,Tidak,C28 Malioboro,74,tempat bener kalcer gokil selalu ken balik lagi kesini,positif,0,0,0
126,,Najwa Azzahra,5,seminggu lalu,tempatnya baguss pelayanan nyaa ramahhh🫰🏻🫰🏻,,Tidak,C28 Malioboro,43,tempat baguss layan nyaa ramah,positif,1,0,1
127,,its only me Its okeyy,5,seminggu lalu,caffe nya sangat aesthetic dan buka 24jam,,Tidak,C28 Malioboro,41,caffe sangat aesthetic buka,positif,1,0,1
133,,Revania Hermanto,5,seminggu lalu,pelayanan selalu mantep,,Tidak,C28 Malioboro,23,layan selalu mantap,positif,1,0,1
134,,Nahda Nadia,5,seminggu lalu,Tempatnya nyamann,,Tidak,C28 Malioboro,17,tempat nyamann,positif,0,0,0
135,,Muhammad Maulidansyah,5,seminggu lalu,ramah2 staffnya,,Tidak,C28 Malioboro,15,ramah staffnya,positif,1,0,1
136,,Nafa Q,5,seminggu lalu,Wanita,,Tidak,C28 Malioboro,6,wanita,positif,0,0,0
140,,Fawzan Mangputra Al Ihsan,5,seminggu lalu,Bagus sekali~,,Tidak,C28 Malioboro,13,bagus sekali,positif,1,0,1
143,,Masayu Fany Shapura,5,seminggu lalu,Tempatnya seru banget!,,Tidak,C28 Malioboro,22,tempat seru banget,positif,0,0,0
145,,Alma Arsylynanfath,5,seminggu lalu,Nice place buat nongkrong,,Tidak,C28 Malioboro,25,nice place buat nongkrong,positif,0,0,0
146,,JOYA DESTIA,5,seminggu lalu,Tempatnya bagus keren,,Tidak,C28 Malioboro,21,tempat bagus,positif,1,0,1
148,,Keshia Devina,5,seminggu lalu,tempatnya nyaman,,Tidak,C28 Malioboro,16,tempat nyaman,positif,1,0,1
151,,Shakira Zahrani,5,seminggu lalu,tempatnya bagus untuk foto foto,,Tidak,C28 Malioboro,31,tempat bagus foto,positif,1,0,1
152,,Namira Nur Siti Aisyah,5,seminggu lalu,"Tempatnya cocok buat foto foto, tempatnya estetik dan nyaman makan dan minuman juga enak",,Tidak,C28 Malioboro,88,tempat cocok buat foto tempat estetik nyaman makan minum enak,positif,3,0,3
153,,Raihana Aisyah,5,seminggu lalu,Bagus enak dingin ramah suka bagi bagi,,Tidak,C28 Malioboro,38,bagus enak dingin ramah suka bagi,positif,4,1,3
154,,Tasya Tasya,5,seminggu lalu,"kerenn,setiap sisi selalu ada spot fotoo🫰🏻🫰🏻🫰🏻",,Tidak,C28 Malioboro,46,kerenn tiap sisi selalu spot fotoo,positif,0,0,0
155,,Bintang Putri,5,seminggu lalu,Kalcer abizz,,Tidak,C28 Malioboro,12,kalcer abizz,positif,0,0,0
156,,Satria Arezky,5,seminggu lalu,kak ikhsan dan kak aksa maksaihh yaaa,,Tidak,C28 Malioboro,37,ikhsan aksa maksaihh,positif,0,0,0
157,,krisna biru,5,seminggu lalu,mas aksa dan ikhsan baik,,Tidak,C28 Malioboro,24,aksa ikhsan baik,positif,1,0,1
158,,ambar ambar1929,5,seminggu lalu,barista kak ikshan dan aksa baik baget,,Tidak,C28 Malioboro,38,barista ikshan aksa baik baget,positif,1,0,1
159,,Fico robih,5,seminggu lalu,barista nama aksan dan aksa baik,,Tidak,C28 Malioboro,32,barista nama aksan aksa baik,positif,1,0,1
160,,Rizky Pratama,5,seminggu lalu,suasana yang nyaman,,Tidak,C28 Malioboro,19,suasana nyaman,positif,1,0,1
163,,arum aca,5,seminggu lalu,kerennn,,Tidak,C28 Malioboro,7,bagus,positif,1,0,1
164,,Farah Zahra,5,seminggu lalu,Bagus banget,,Tidak,C28 Malioboro,12,bagus banget,positif,1,0,1
167,,salfa auliya,5,seminggu lalu,tempatnya cozy bangett,,Tidak,C28 Malioboro,22,tempat cozy banget,positif,1,0,1
169,,Alika Shalaisya,5,seminggu lalu,"pelayanan nya bagus humble semua, tempatnya lucu",,Tidak,C28 Malioboro,48,layan bagus humble semua tempat lucu,positif,1,0,1
171,,kirana zhafira,5,seminggu lalu,"mantap tempatnya baguss bangettt buat foto2, pelayananya juga topppp",,Tidak,C28 Malioboro,68,mantap tempat baguss banget buat foto pelayananya bagus,positif,2,0,2
172,,Safitri Damayanti,5,seminggu lalu,Kereen,,Tidak,C28 Malioboro,6,kereen,positif,0,0,0
173,,nauranseptia,5,seminggu lalu,Pelayanan ramah bangeeeetttttt rekomend coffe shop paling nyaman d jogjaaaa pengennn dateng lgggg,,Tidak,C28 Malioboro,97,layan ramah banget recommended kopi shop paling nyaman jogja ken dateng lagi,positif,3,0,3
174,,Andika Dwi,5,seminggu lalu,"tempat nya bersih, nyaman dan estetik abissss🤩🤩",,Tidak,C28 Malioboro,47,tempat bersih nyaman estetik abis,positif,2,0,2
175,,Azzahra Nurul Fadhila,5,seminggu lalu,"tempat sejuk tidak panas, spot foto banyak polllll",,Tidak,C28 Malioboro,50,tempat sejuk panas spot foto banyak,positif,1,1,0
178,,Tiara Natalia,5,seminggu lalu,Tempatnya lucu.,,Tidak,C28 Malioboro,15,tempat lucu,positif,0,0,0
180,,Natasha Alyria Wahani Putri,5,seminggu lalu,"tempatnya bagus banget, makanan minumannya oke, vibesnya seru banget, rekomen buat nongs sama temen",,Tidak,C28 Malioboro,99,tempat bagus banget makan minum vibesnya seru banget recommended buat nongs sama temen,positif,2,0,2
181,,Raihan Aqil Ridwan,5,seminggu lalu,"pelayanan bagus, tempat aman, tempat bagus, tempat nyaman :)",,Tidak,C28 Malioboro,60,layan bagus tempat aman tempat bagus tempat nyaman,positif,3,0,3
182,,Davina Fayla,5,seminggu lalu,"Tempat nya seru banget, makanan minuman enakk",,Tidak,C28 Malioboro,45,tempat seru banget makan minum enak,positif,1,0,1
183,,Rohima hidayati,5,seminggu lalu,"Cocok banget buat nongki nongki cantik, tempatnya bagus pol, makanannnya juga enakk",,Tidak,C28 Malioboro,83,cocok banget buat nongki cantik tempat bagus makananya enak,positif,4,0,4
184,,Dini Ristanti,5,seminggu lalu,"Nyaman, di setiap sudutnya banyak soft fotonya",,Tidak,C28 Malioboro,46,nyaman tiap sudut banyak soft foto,positif,1,0,1
185,,Jovita Cahya,5,seminggu lalu,"nyaman, di setiap sudutnya banyak spot foto",,Tidak,C28 Malioboro,43,nyaman tiap sudut banyak spot foto,positif,1,0,1
187,,M Iswahyudi,5,2 minggu lalu,"Merupakan tempat nongkrong yang sangat menguntungkan secara lokasi karena posisinya yang hanya selangkah dari pusat keramaian Malioboro, namun menawarkan suasana yang tenang dan homey untuk beristirahat. Manfaat utamanya adalah sebagai cafe 24 jam dengan suasana yang estetik, instagrammable (terutama dengan photobox hits mereka), dan memiliki area duduk (indoor/outdoor) yang luas dan nyaman untuk semua kalangan mulai dari yang ingin hangout santai, work from cafe (WFC), hingga komunitas yang ingin berkumpul. Pelayanan yang ramah, pilihan kopi dan non-coffee yang beragam, serta seringnya diadakan live music menambah nilai plus yang membuat pengunjung betah berlama-lama, menjadikannya social space yang ideal di jantung kota Yogyakarta",,Tidak,C28 Malioboro,742,rupa tempat nongkrong sangat untung cara lokasi posisi hanya selang pusat ramai malioboro tawar suasana tenang homey istirahat manfaat utama cafe suasana estetik instagrammable utama photobox hits milik area duduk indoor outdoor luas nyaman semua kalang mulai hangout santai work from cafe hingga komunitas kumpul layan ramah pilih kopi agam serta sering ada live music tambah nilai plus buat unjung betah lama jadi social space ideal jantung kota yogyakarta,positif,4,3,1
188,,FASIPIKUS ALDI SANJAYA,5,2 minggu lalu,Keren,,Tidak,C28 Malioboro,5,bagus,positif,1,0,1
189,,Oktavianus Prima Saputra,5,2 minggu lalu,Abg Aidil ramah,,Tidak,C28 Malioboro,15,aidil ramah,positif,1,0,1
191,,clara salsabila,5,2 minggu lalu,"makanan sam tempatnyaa so far so good, A6 guyss🤭",,Tidak,C28 Malioboro,48,makan tempatnyaa good guyss,positif,1,0,1
192,,Novita Isna,5,2 minggu lalu,"tempat nya nyaman, menunya enak, playlistnya asikkk bangetttt. bintang 5 pokoknya ⭐️⭐️⭐️⭐️⭐️",,Tidak,C28 Malioboro,92,tempat nyaman menu enak playlistnya asik banget bintang pokok,positif,2,0,2
193,,Meida Bacs,5,2 minggu lalu,"tempatnya asik, banyak spot foto yang rekomen makanan dan minuman enak 🤩🤩",,Tidak,C28 Malioboro,73,tempat asik banyak spot foto recommended makan minum enak,positif,2,0,2
194,,Aulia Indah Yunitasari,5,2 minggu lalu,Tempatnya cozyy aestetik jugaa😍,,Tidak,C28 Malioboro,31,tempat cozyy aestetik jugaa,positif,0,0,0
195,,Andre Febriansyah,5,2 minggu lalu,Tempat nya asik,,Tidak,C28 Malioboro,15,tempat asik,positif,0,0,0
196,,Alvina Aulia Rahma,5,2 minggu lalu,keren,,Tidak,C28 Malioboro,5,bagus,positif,1,0,1
197,,arigatou,5,2 minggu lalu,pelayanannya ramah ga mengecewakan,,Tidak,C28 Malioboro,34,layan ramah kecewa,positif,1,1,0
198,,2464_Reva Nurrofifah,5,2 minggu lalu,bagus,,Tidak,C28 Malioboro,5,bagus,positif,1,0,1
200,,Seri Lahartini A1,4,2 minggu lalu,tempatnya bagus,,Tidak,C28 Malioboro,15,tempat bagus,positif,1,0,1
203,,Dwi Setyaningrum,5,2 minggu lalu,"Tempat nyaman baget, seru parah",,Tidak,C28 Malioboro,31,tempat nyaman baget seru parah,positif,1,0,1
206,,Fuji L,5,2 minggu lalu,"Sangat memuaskan, tempatnya juga nyaman",,Tidak,C28 Malioboro,39,sangat muas tempat nyaman,positif,1,0,1
208,,Firda Dwi,5,2 minggu lalu,tempat nya bagus bgttt,,Tidak,C28 Malioboro,22,tempat bagus banget,positif,1,0,1
211,,Aira Safina,5,2 minggu lalu,"aesthetic, lucu, menarik",,Tidak,C28 Malioboro,24,aesthetic lucu tarik,positif,1,0,1
